MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA,sold_price_bin,total_bed_bath,sold_price_log,lot_acres_log,sold_price_category,zip,city,state_id,price_per_sqrt_ft,cv,maintenance_cost,volatility_risk,sold_price_risk,maintenance_risk,age_risk,weighted_score,final_risk,risk_category
21530491,5300000.0,85637,-110.3782,31.356362,131.0,5272.0,1941,13,10.0,7315.210000000005,0.0,"Dishwasher, Freezer, Refrigerator, Oven",6,"Mexican Tile, Wood",0.0,"(900000.0, 5300000.0]",23.0,15.483217567201578,4.882801922586371,Luxury,85637,Sonoita,AZ,724.5178197208278,0.5343514190614518,5272.0,High,High,Medium,High,2.9000000000000004,High,1
21529082,4200000.0,85646,-111.045371,31.594213,4.68,10422.36,1997,2,2.0,7300.0,0.0,"Dishwasher, Garbage Disposal",5,"Natural Stone, Other",0.0,"(900000.0, 5300000.0]",4.0,15.250595321348806,1.7369512327330598,Luxury,85646,Tubac,AZ,575.3424657534247,0.9022107669226266,10422.36,High,High,High,Low,2.8000000000000003,High,1
3054672,4200000.0,85646,-111.040707,31.594844,4.68,10482.0,1997,2,3.0,2596.5043103448274,3.0,"Dishwasher, Garbage Disposal, Refrigerator",5,"Natural Stone, Other: Rock",10.753903957818263,"(900000.0, 5300000.0]",5.0,15.250595321348806,1.7369512327330598,Luxury,85646,Tubac,AZ,1617.5594175856465,0.9022107669226266,10492.753903957819,High,High,High,Low,2.8000000000000003,High,1
21919321,4500000.0,85646,-111.035925,31.645878,636.67,8418.58,1930,7,5.0,7315.210000000005,4.0,"Dishwasher, Double Sink, Pantry: Butler, Refrigerator",4,"Ceramic Tile, Laminate, Wood",11.695748958641154,"(900000.0, 5300000.0]",12.0,15.319588176962746,6.457820908150012,Luxury,85646,Tubac,AZ,615.1566393856085,0.9022107669226266,8430.27574895864,High,High,High,High,3.0,High,1
21306357,3411450.0,85750,-110.813768,32.285162,3.21,15393.0,1995,4,6.0,6396.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Concrete",55.0,"(900000.0, 5300000.0]",10.0,15.042648271951114,1.43746264769429,Luxury,85750,Tucson,AZ,533.3724202626641,0.2476370394592814,15448.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21528016,3250000.0,85718,-110.910593,32.33909,1.67,27802.84,1999,3,4.0,6842.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood, Other",422.0,"(900000.0, 5300000.0]",7.0,14.99416586199818,0.982078472412158,Luxury,85718,Tucson,AZ,475.00730780473543,0.23009985797140417,28224.84,Low,High,High,Low,1.8,Medium,3
21610478,2400000.0,85712,-110.883315,32.261069,2.1,19038.42,2001,9,8.0,7315.210000000005,4.0,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0.0,"(900000.0, 5300000.0]",17.0,14.690979711984754,1.1314021114911006,Luxury,85712,Tucson,AZ,328.0835410056579,0.21225356805103548,19038.42,Low,High,High,Low,1.8,Medium,3
21211741,2500000.0,85750,-110.861002,32.331603,1.07,21646.0,2011,6,8.0,7315.210000000005,4.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",220.0,"(900000.0, 5300000.0]",14.0,14.731801689838347,0.7275486072772778,Luxury,85750,Tucson,AZ,341.7536885475603,0.2476370394592814,21866.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21324646,3700000.0,85718,-110.912156,32.343601,6.73,25094.39,2002,5,7.0,5238.0,3.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood, Other",421.0,"(900000.0, 5300000.0]",12.0,15.123843647884687,2.0451088625993306,Luxury,85718,Tucson,AZ,706.3764795723558,0.23009985797140417,25515.39,Low,High,High,Low,1.8,Medium,3
21812010,3250000.0,85750,-110.83795,32.327575,3.53,18936.11,2007,5,6.0,6480.0,3.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In",2,"Carpet, Concrete",141.67,"(900000.0, 5300000.0]",11.0,14.99416586199818,1.5107219394949427,Luxury,85750,Tucson,AZ,501.5432098765432,0.2476370394592814,19077.78,Medium,High,High,Low,2.3000000000000003,Medium,3
21900396,2776518.0,85640,-111.045441,31.562121,147.18,7330.36,1935,5,5.0,5067.0,5.0,"Freezer, Refrigerator, Appliance Color: Stainless, Countertops: wood and granite, Oven: 2 ovens-Main 1-GH",5,"Concrete, Natural Stone, Wood",6.284905939613709,"(900000.0, 5300000.0]",10.0,14.836708542788232,4.998427750988511,Luxury,85640,Tumacacori,AZ,547.9609236234459,0.19974978622624173,7336.644905939614,Low,High,Medium,High,1.9,Medium,3
21131956,2050000.0,85718,-110.918294,32.341609,1.65,24353.0,2009,5,6.0,7230.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",357.0,"(900000.0, 5300000.0]",11.0,14.53335083891935,0.9745596399981308,Luxury,85718,Tucson,AZ,283.54080221300137,0.23009985797140417,24710.0,Low,High,High,Low,1.8,Medium,3
21217839,2100000.0,85637,-110.736202,31.721347,29.6,11723.0,1995,6,7.0,6454.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",13.0,14.557448378884017,3.4210000089583352,Luxury,85637,Sonoita,AZ,325.37960954446856,0.5343514190614518,11723.0,High,High,High,Low,2.8000000000000003,High,1
21625369,2200000.0,85658,-111.049837,32.483063,1.82,5198.58,2015,4,6.0,5826.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,148.0,"(900000.0, 5300000.0]",10.0,14.603968372873895,1.0367368849500225,Luxury,85658,Marana,AZ,377.617576381737,0.3926767832167278,5346.58,High,High,Medium,Low,2.7,High,1
21534099,3000000.0,85739,-110.883068,32.508778,0.4949999999999999,29669.0,2008,3,3.0,3095.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",550.0,"(900000.0, 5300000.0]",6.0,14.914123179965662,0.4021262068426497,Luxury,85739,Tucson,AZ,969.3053311793215,0.5515161133822905,30219.0,High,High,High,Low,2.8000000000000003,High,1
21225585,2600000.0,85739,-110.883252,32.507699,0.4949999999999999,18044.0,2008,3,3.0,3095.0,0.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",6.0,14.77102238760702,0.4021262068426497,Luxury,85739,Tucson,AZ,840.064620355412,0.5515161133822905,18044.0,High,High,High,Low,2.8000000000000003,High,1
21700487,3000000.0,85750,-110.843588,32.327533,3.1,24040.26,2002,3,6.0,7315.210000000005,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite",3,"Carpet, Natural Stone",142.0,"(900000.0, 5300000.0]",9.0,14.914123179965662,1.410986973710262,Luxury,85750,Tucson,AZ,410.10442625707236,0.2476370394592814,24182.26,Medium,High,High,Low,2.3000000000000003,Medium,3
21300933,2500000.0,85718,-110.942458,32.350702,1.25,19565.2,2010,4,5.0,5338.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",173.0,"(900000.0, 5300000.0]",9.0,14.731801689838347,0.8109302162163288,Luxury,85718,Tucson,AZ,468.3402023229674,0.23009985797140417,19738.2,Low,High,High,Low,1.8,Medium,3
21324339,2600000.0,85739,-110.883239,32.50904,0.4949999999999999,17567.18,2008,3,3.0,3095.0,0.0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",6.0,14.77102238760702,0.4021262068426497,Luxury,85739,Tucson,AZ,840.064620355412,0.5515161133822905,17567.18,High,High,High,Low,2.8000000000000003,High,1
21400806,2800000.0,85750,-110.837572,32.328412,93.0,22320.0,1983,4,5.0,6050.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone, Wood",167.0,"(900000.0, 5300000.0]",9.0,14.845130332288226,4.543294782270004,Luxury,85750,Tucson,AZ,462.8099173553719,0.2476370394592814,22487.0,Medium,High,High,High,2.5,High,1
21207846,2600000.0,85739,-110.883065,32.508778,0.4949999999999999,8753.35,2008,3,3.0,3095.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",6.0,14.77102238760702,0.4021262068426497,Luxury,85739,Tucson,AZ,840.064620355412,0.5515161133822905,8753.35,High,High,High,Low,2.8000000000000003,High,1
21301309,2000000.0,85750,-110.848679,32.321134,0.64,11322.0,2001,5,6.0,7315.210000000005,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood, Other",123.0,"(900000.0, 5300000.0]",11.0,14.508658238524095,0.494696241836107,Luxury,85750,Tucson,AZ,273.40295083804824,0.2476370394592814,11445.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21503191,2400000.0,85718,-110.918097,32.337925,3.42,22655.99,2005,4,7.0,6356.0,4.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",421.0,"(900000.0, 5300000.0]",11.0,14.690979711984754,1.4861396960896067,Luxury,85718,Tucson,AZ,377.5959723096287,0.23009985797140417,23076.99,Low,High,High,Low,1.8,Medium,3
21331920,1950000.0,85718,-110.933703,32.304249,13.16,16354.0,1936,7,8.0,5645.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",7,"Carpet, Concrete, Mexican Tile",0.0,"(900000.0, 5300000.0]",15.0,14.48334044336031,2.6504210882655737,Luxury,85718,Tucson,AZ,345.43844109831707,0.23009985797140417,16354.0,Low,High,High,High,2.0,Medium,3
21701192,2400000.0,85750,-110.809735,32.280309,0.64,13519.82,1998,3,4.0,4651.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble",3,"Carpet, Ceramic Tile, Natural Stone",300.0,"(900000.0, 5300000.0]",7.0,14.690979711984754,0.494696241836107,Luxury,85750,Tucson,AZ,516.0180606321221,0.2476370394592814,13819.82,Medium,High,High,Low,2.3000000000000003,Medium,3
21828650,2550000.0,85718,-110.922044,32.290263,2.84,22070.48,2004,5,8.0,7315.210000000005,4.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite",6,"Carpet, Concrete, Natural Stone, Wood",194.0,"(900000.0, 5300000.0]",13.0,14.751604309291396,1.3454723665996355,Luxury,85718,Tucson,AZ,348.5887623185115,0.23009985797140417,22264.48,Low,High,High,Low,1.8,Medium,3
21830939,2600000.0,85739,-110.883055,32.508861,0.15,30072.26,2008,3,3.0,3095.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer",3,"Natural Stone, Wood",550.0,"(900000.0, 5300000.0]",6.0,14.77102238760702,0.1397619423751586,Luxury,85739,Tucson,AZ,840.064620355412,0.5515161133822905,30622.26,High,High,High,Low,2.8000000000000003,High,1
21810373,2350000.0,85658,-111.039845,32.451596,13.0,31275.0,2007,3,5.0,5391.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",6,Concrete,342.0,"(900000.0, 5300000.0]",8.0,14.669926311652166,2.639057329615259,Luxury,85658,Marana,AZ,435.91170469300687,0.3926767832167278,31617.0,High,High,High,Low,2.8000000000000003,High,1
21332804,2175000.0,85718,-110.910663,32.338282,1.27,21795.32,1997,5,6.0,7132.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",422.0,"(900000.0, 5300000.0]",11.0,14.59253968227493,0.8197798314933114,Luxury,85718,Tucson,AZ,304.9635445877734,0.23009985797140417,22217.32,Low,High,High,Low,1.8,Medium,3
21906412,2350000.0,85750,-110.858327,32.331597,1.55,5931.0,2018,6,6.0,6083.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,Natural Stone,240.0,"(900000.0, 5300000.0]",12.0,14.669926311652166,0.9360933591703348,Luxury,85750,Tucson,AZ,386.3225382212724,0.2476370394592814,6171.0,Medium,High,Medium,Low,2.2,Medium,3
21903141,2100000.0,85718,-110.913573,32.337226,1.01,5785.0,2019,4,5.0,5767.0,3.0,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless",3,"Carpet, Other: Porcelain",437.0,"(900000.0, 5300000.0]",9.0,14.557448378884017,0.6981347220709844,Luxury,85718,Tucson,AZ,364.14080110976244,0.23009985797140417,6222.0,Low,High,Medium,Low,1.7,Medium,3
21402096,1900000.0,85750,-110.84391,32.32846,1.16,16714.0,2002,4,4.0,5333.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",112.0,"(900000.0, 5300000.0]",8.0,14.45736497045232,0.7701082216960736,Luxury,85750,Tucson,AZ,356.27226701668855,0.2476370394592814,16826.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21120740,2050000.0,85718,-110.945806,32.353228,3.22,26856.69,2010,4,6.0,6226.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",199.0,"(900000.0, 5300000.0]",10.0,14.53335083891935,1.4398351280479205,Luxury,85718,Tucson,AZ,329.264375200771,0.23009985797140417,27055.69,Low,High,High,Low,1.8,Medium,3
21032556,2150000.0,85718,-110.915749,32.338765,1.91,20960.92,2000,4,6.0,6224.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",357.0,"(900000.0, 5300000.0]",10.0,14.580978865220017,1.068153081183401,Luxury,85718,Tucson,AZ,345.4370179948586,0.23009985797140417,21317.92,Low,High,High,Low,1.8,Medium,3
21307177,2495000.0,85637,-110.740635,31.720431,131.0,1220.32,1991,13,15.0,7315.210000000005,0.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Mexican Tile",0.0,"(900000.0, 5300000.0]",28.0,14.72979968796928,4.882801922586371,Luxury,85637,Sonoita,AZ,341.07018117046516,0.5343514190614518,1220.32,High,High,Low,Low,2.6,High,1
21709268,2000000.0,85718,-110.937229,32.300525,3.72,16276.0,1935,7,6.0,7315.210000000005,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",13.0,14.508658238524095,1.551808799597464,Luxury,85718,Tucson,AZ,273.40295083804824,0.23009985797140417,16276.0,Low,High,High,High,2.0,Medium,3
21728051,2200000.0,85750,-110.843873,32.328339,2.2,20084.0,2002,4,4.0,5333.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",178.0,"(900000.0, 5300000.0]",8.0,14.603968372873895,1.1631508098056809,Luxury,85750,Tucson,AZ,412.52578286142887,0.2476370394592814,20262.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21320351,2200000.0,85640,-111.043773,31.562102,147.18,3902.0,1935,5,5.0,4317.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Mexican Tile",0.0,"(900000.0, 5300000.0]",10.0,14.603968372873895,4.998427750988511,Luxury,85640,Tumacacori,AZ,509.6131572851517,0.19974978622624173,3902.0,Low,High,Low,High,1.8,Medium,3
4113243,2200000.0,85640,-111.04463,31.562185,147.18,3902.44,1935,5,4.0,4963.0,5.0,"Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator",4,"Carpet, Mexican Tile",4.474937285665676,"(900000.0, 5300000.0]",9.0,14.603968372873895,4.998427750988511,Luxury,85640,Tumacacori,AZ,443.2802740278058,0.19974978622624173,3906.914937285666,Low,High,Low,High,1.8,Medium,3
21221120,2224506.0,85658,-111.096767,32.467444,0.77,1286.59,2012,3,4.0,4724.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550.0,"(900000.0, 5300000.0]",7.0,14.615045875997838,0.5709795465857378,Luxury,85658,Marana,AZ,470.89458086367483,0.3926767832167278,1836.59,High,High,Low,Low,2.6,High,1
21801268,2152700.0,85718,-110.885186,32.327916,1.55,16052.89,2009,5,7.0,6755.0,3.0,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless",4,"Carpet, Natural Stone, Wood",258.0,"(900000.0, 5300000.0]",12.0,14.582233890715342,0.9360933591703348,Luxury,85718,Tucson,AZ,318.68245743893414,0.23009985797140417,16310.89,Low,High,High,Low,1.8,Medium,3
21300209,1900000.0,85718,-110.931119,32.290474,1.08,26642.7,2008,5,8.0,7315.210000000005,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood",0.0,"(900000.0, 5300000.0]",13.0,14.45736497045232,0.7323678937132266,Luxury,85718,Tucson,AZ,259.7328032961458,0.23009985797140417,26642.7,Low,High,High,Low,1.8,Medium,3
21911058,2110000.0,85718,-110.951287,32.347679,2.66,20530.88,2012,4,7.0,7150.0,4.0,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf",4,"Carpet, Natural Stone, Vinyl",188.0,"(900000.0, 5300000.0]",11.0,14.562198979385784,1.297463147413275,Luxury,85718,Tucson,AZ,295.1048951048951,0.23009985797140417,20718.88,Low,High,High,Low,1.8,Medium,3
21824716,2331000.0,85718,-110.941781,32.35081,1.26,6656.2,2018,4,6.0,5550.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",1,Ceramic Tile,169.0,"(900000.0, 5300000.0]",10.0,14.661808347018232,0.8153648132841945,Luxury,85718,Tucson,AZ,420.0,0.23009985797140417,6825.2,Low,High,Medium,Low,1.7,Medium,3
21512684,2200000.0,85755,-110.969086,32.462364,3.16,26641.26,2002,4,7.0,7280.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",124.0,"(900000.0, 5300000.0]",11.0,14.603968372873895,1.425515074273172,Luxury,85755,Tucson,AZ,302.1978021978022,0.23487108529113146,26765.26,Medium,High,High,Low,2.3000000000000003,Medium,3
21707019,2296443.0,85658,-111.096171,32.467398,0.91,1896.71,2018,3,4.0,4850.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator",2,"Carpet, Natural Stone",550.0,"(900000.0, 5300000.0]",7.0,14.646872397517074,0.6471032420585385,Luxury,85658,Marana,AZ,473.49340206185565,0.3926767832167278,2446.71,High,High,Low,Low,2.6,High,1
21605559,2197500.0,85750,-110.860852,32.330665,1.14,7292.0,2016,6,6.0,6202.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220.0,"(900000.0, 5300000.0]",12.0,14.602831363603936,0.76080582903376,Luxury,85750,Tucson,AZ,354.32118671396324,0.2476370394592814,7512.0,Medium,High,Medium,Low,2.2,Medium,3
21600003,1850000.0,85658,-111.03963,32.455202,8.41,22677.81,2008,4,8.0,7182.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",6,"Natural Stone, Wood",320.0,"(900000.0, 5300000.0]",12.0,14.430696737594902,2.2417729535972883,Luxury,85658,Marana,AZ,257.58841548315235,0.3926767832167278,22997.81,High,High,High,Low,2.8000000000000003,High,1
21602043,1800000.0,85750,-110.84556,32.327714,1.32,20206.0,2002,4,7.0,6800.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Wood, Other",142.0,"(900000.0, 5300000.0]",11.0,14.403297778421797,0.8415671856782186,Luxury,85750,Tucson,AZ,264.70588235294116,0.2476370394592814,20348.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21304804,1720000.0,85750,-110.842141,32.275319,19.0,14631.69,1954,3,5.0,5042.0,0.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Ceramic Tile, Mexican Tile, Wood",0.0,"(900000.0, 5300000.0]",8.0,14.357835430184815,2.995732273553991,Luxury,85750,Tucson,AZ,341.1344704482348,0.2476370394592814,14631.69,Medium,High,High,High,2.5,High,1
21633384,1950000.0,85755,-110.992676,32.464204,1.18,21063.0,2002,4,6.0,6622.0,6.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite",3,"Carpet, Natural Stone, Other: Brick Pavers",213.0,"(900000.0, 5300000.0]",10.0,14.48334044336031,0.7793248768009976,Luxury,85755,Tucson,AZ,294.47296889157354,0.23487108529113146,21276.0,Medium,High,High,Low,2.3000000000000003,Medium,3
21424173,2150000.0,85739,-110.88366,32.509721,4.68,19060.81,2008,2,3.0,2729.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",550.0,"(900000.0, 5300000.0]",5.0,14.580978865220017,1.7369512327330598,Luxury,85739,Tucson,AZ,787.8343715646757,0.5515161133822905,19610.81,High,High,High,Low,2.8000000000000003,High,1
21521984,2037500.0,85718,-110.91839,32.343176,3.26,32442.22,2003,3,5.0,7315.210000000005,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",421.0,"(900000.0, 5300000.0]",8.0,14.52723461489458,1.449269160281279,Luxury,85718,Tucson,AZ,278.52925616626163,0.23009985797140417,32863.22,Low,High,High,Low,1.8,Medium,3
21704772,1920000.0,85718,-110.910653,32.338271,1.27,24316.0,1997,5,6.0,7132.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",422.0,"(900000.0, 5300000.0]",11.0,14.467836264837162,0.8197798314933114,Luxury,85718,Tucson,AZ,269.20919798093104,0.23009985797140417,24738.0,Low,High,High,Low,1.8,Medium,3
21419075,1999500.0,85718,-110.942588,32.349069,1.09,15250.76,2002,4,5.0,5795.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153.0,"(900000.0, 5300000.0]",9.0,14.508408207393916,0.7371640659767197,Luxury,85718,Tucson,AZ,345.0388265746333,0.23009985797140417,15403.76,Low,High,High,Low,1.8,Medium,3
21601233,1750000.0,85718,-110.877379,32.331167,1.31,10956.02,1994,4,6.0,4907.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258.0,"(900000.0, 5300000.0]",10.0,14.375126917328105,0.8372475245337022,Luxury,85718,Tucson,AZ,356.6333808844508,0.23009985797140417,11214.02,Low,High,High,Low,1.8,Medium,3
21317132,2117552.0,85658,-111.092958,32.472956,0.63,1340.87,2014,3,4.0,3276.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550.0,"(900000.0, 5300000.0]",7.0,14.565771734711053,0.4885800148186709,Luxury,85658,Marana,AZ,646.3833943833944,0.3926767832167278,1890.87,High,High,Low,Low,2.6,High,1
21528215,2000000.0,85749,-110.767568,32.301553,3.72,17077.5,2004,5,5.0,7315.210000000005,5.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",105.0,"(900000.0, 5300000.0]",10.0,14.508658238524095,1.551808799597464,Luxury,85749,Tucson,AZ,273.40295083804824,0.29008670230429356,17182.5,High,High,High,Low,2.8000000000000003,High,1
21706549,1995000.0,85750,-110.860305,32.323825,1.15,3292.0,2017,6,6.0,6107.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",3,Natural Stone,55.0,"(900000.0, 5300000.0]",12.0,14.506155109559108,0.7654678421395714,Luxury,85750,Tucson,AZ,326.67430817095135,0.2476370394592814,3347.0,Medium,High,Low,Low,2.1,Medium,3
21816349,2000000.0,85715,-110.862142,32.264695,103.0,7069.16,1967,3,5.0,3969.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: granite, Microwave: yes, Oven: yes",1,Wood,3.847040618450416,"(900000.0, 5300000.0]",8.0,14.508658238524095,4.6443908991413725,Luxury,85715,Tucson,AZ,503.90526581002774,0.27190396342319195,7073.00704061845,High,High,Medium,High,2.9000000000000004,High,1
21808178,1295000.0,85637,-110.683575,31.684722,273.03,8411.94,1995,3,4.0,2681.0,6.0,Dishwasher,1,Mexican Tile,1.6337048665166292,"(900000.0, 5300000.0]",7.0,14.07402202531625,5.613237589445676,Luxury,85637,Sonoita,AZ,483.02872062663187,0.5343514190614518,8413.573704866518,High,High,High,Low,2.8000000000000003,High,1
21921151,1950000.0,85658,-111.063603,32.45318,3.57,14425.8,2013,2,3.0,3140.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall",3,"Carpet, Ceramic Tile, Natural Stone",148.0,"(900000.0, 5300000.0]",5.0,14.48334044336031,1.5195132049061133,Luxury,85658,Marana,AZ,621.0191082802547,0.3926767832167278,14573.8,High,High,High,Low,2.8000000000000003,High,1
21500672,1775000.0,85658,-111.095814,32.471097,0.46,14748.57,2008,5,6.0,5349.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",550.0,"(900000.0, 5300000.0]",11.0,14.389311544271775,0.3784364357202451,Luxury,85658,Marana,AZ,331.8377266778837,0.3926767832167278,15298.57,High,High,High,Low,2.8000000000000003,High,1
21427645,1600000.0,85750,-110.864694,32.331871,1.04,14202.0,1994,5,8.0,6677.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Concrete, Natural Stone, Wood",220.0,"(900000.0, 5300000.0]",13.0,14.285514812209817,0.712949807856125,Luxury,85750,Tucson,AZ,239.62857570765314,0.2476370394592814,14422.0,Medium,High,High,Low,2.3000000000000003,Medium,3
